,X1,lastName,firstName,Date,Period,School,Sport,proportion_male,proportion_female,gender,schoolAddress,websiteAddress
1076,2119,Fowler,Amy,2018-2019,Aug 2000 - Feb 2020,Dartmouth College,Field Hockey,0.0026,0.9974,female,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1077,2145,Frank,Alex,2018-2019,Aug 2019 - ,Dartmouth College,Women's Lacrosse,0.9657,0.0343,male,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1078,2276,Gaudet,Bob,2018-2019,Aug 1997 - Aug 2020,Dartmouth College,Men's Ice Hockey,0.9969,0.0031,male,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1079,2742,Harwick,Barry,2018-2019,Aug 1991 - Dec 2020,Dartmouth College,"Men's Track, Indoor",0.9955,0.0045,male,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1080,2743,Harwick,Barry,2018-2019,Aug 1991 - Dec 2020,Dartmouth College,Men's Cross Country,0.9955,0.0045,male,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1081,2744,Harwick,Barry,2018-2019,Aug 1991 - Dec 2020,Dartmouth College,"Men's Track, Outdoor",0.9955,0.0045,male,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1082,2956,Holder,Jamie,2018-2019,May 2016 - ,Dartmouth College,Men's Swimming and Diving,0.2295,0.7705,female,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1083,2957,Holder,Jamie,2018-2019,May 2016 - ,Dartmouth College,Women's Swimming and Diving,0.2295,0.7705,female,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1084,3219,Jaworski,Courtney,2018-2019,Aug 2014 - ,Dartmouth College,Women's Cross Country,0.0723,0.9277,female,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1085,3555,Kirk,Alex,2018-2019,Jul 2012 - ,Dartmouth College,Women's Golf,0.9657,0.0343,male,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1086,3588,Koclanes,Belle,2018-2019,May 2013 - ,Dartmouth College,Women's Basketball,0,1,female,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1087,4320,McLaughlin,David,2018-2019,May 2016 - ,Dartmouth College,Men's Basketball,0.9963,0.0037,male,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1088,4951,Osgood,Brayton,2018-2019,Aug 2016 - ,Dartmouth College,Men's Skiing,0.9869,0.0131,male,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1089,4952,Oshoniyi,Bo,2018-2019,May 2018 - ,Dartmouth College,Men's Soccer,0.9348,0.0652,male,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1090,4985,Parker,Rich,2018-2019,Aug 2005 - ,Dartmouth College,Men's Golf,1,0,male,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1091,5363,Rainey,Ron,2018-2019,May 2014 - ,Dartmouth College,Women's Soccer,0.9979,0.0021,male,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1092,5842,Schuler,Laura,2018-2019,Jun 2018 - Oct 2020,Dartmouth College,Women's Ice Hockey,0.003,0.997,female,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1093,6194,Spencer,Danielle,2018-2019,Sep 2016 - Jul 2019,Dartmouth College,Women's Lacrosse,0.0049,0.9951,female,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1094,6493,Teevens,Buddy,2018-2019,Jan 2005 - ,Dartmouth College,Football,0.9981,0.0019,male,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1095,6544,Thompson-Graves,Cami,2018-2019,Aug 2005 - ,Dartmouth College,Women's Skiing,0,1,female,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1096,7011,Whalen,Bob,2018-2019,Aug 1989 - ,Dartmouth College,Baseball,0.9969,0.0031,male,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1097,7099,Williams,Jennifer,2018-2019,Nov 2018 - ,Dartmouth College,Softball,0.0031,0.9969,female,"207 Parkhurst Hall, Hanover, NH 03755-3529",www.dartmouth.edu
1098,5,Abell,Scott,2018-2019,Jun 2018 - ,Davidson College,Football,0.9964,0.0036,male,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1099,90,Almquist,Zoe,2018-2019,Apr 2019 - ,Davidson College,Field Hockey,0.004,0.996,female,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1100,212,Babst,Mike,2018-2019,Feb 2019 - ,Davidson College,Men's Soccer,0.9966,0.0034,male,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1101,296,Barrett,Drew,2018-2019,Aug 2005 - ,Davidson College,Men's Tennis,0.9164,0.0836,male,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1102,1174,Coats Fulks,Gayle,2018-2019,Jun 2017 - ,Davidson College,Women's Basketball,0.0555,0.9445,female,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1103,1592,Denton,Adam,2018-2019,Sep 2016 - ,Davidson College,Women's Soccer,0.9959,0.0041,male,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1104,1594,Depka,Susanne,2018-2019,Sep 2017 - ,Davidson College,Women's Tennis,0,1,female,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1105,3784,Lausier,Andy,2018-2019,Feb 2017 - ,Davidson College,Men's Wrestling,0.9881,0.0119,male,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1106,4316,McKillop,Bob,2018-2019,Aug 2003 - ,Davidson College,Men's Basketball,0.9969,0.0031,male,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1107,6190,Spear,Matt,2018-2019,Aug 2003 - Feb 2019,Davidson College,Men's Soccer,0.9997,0.0003,male,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1108,6345,Straub,Jennifer,2018-2019,Aug 2003 - ,Davidson College,Women's Cross Country,0.0031,0.9969,female,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1109,6346,Straub,Jennifer,2018-2019,Aug 2003 - ,Davidson College,"Women's Track, Outdoor",0.0031,0.9969,female,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1110,6347,Straub,Jennifer,2018-2019,Aug 2003 - ,Davidson College,"Women's Track, Indoor",0.0031,0.9969,female,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1111,6348,Straub,Tim,2018-2019,Aug 2003 - ,Davidson College,Men's Golf,0.9975,0.0025,male,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1112,6481,Taylor,Rucker,2018-2019,Aug 2018 - ,Davidson College,Baseball,1,0,male,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1113,6673,Turner,Ginny,2018-2019,Aug 2009 - Apr 2019,Davidson College,Field Hockey,0,1,female,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1114,6823,Waldron,Renny,2018-2019,Sep 2014 - ,Davidson College,"Men's Track, Outdoor",0.9166,0.0834,male,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1115,6824,Waldron,Renny,2018-2019,Sep 2014 - ,Davidson College,"Men's Track, Indoor",0.9166,0.0834,male,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1116,6825,Waldron,Renny,2018-2019,Sep 2014 - ,Davidson College,Men's Cross Country,0.9166,0.0834,male,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1117,6932,Wayne,Kimberly,2018-2019,Aug 2007 - ,Davidson College,Women's Lacrosse,0.0049,0.9951,female,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1118,7129,Willis,Chris,2018-2019,Mar 2011 - ,Davidson College,Women's Volleyball,0.8507,0.1493,male,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1119,7257,Young,John,2018-2019,Aug 2005 - ,Davidson College,Men's Swimming and Diving,0.9961,0.0039,male,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1120,7258,Young,John,2018-2019,Aug 2005 - ,Davidson College,Women's Swimming and Diving,0.9961,0.0039,male,"405 N. Main Street, Davidson, NC 28035",https://www.davidson.edu/
1121,32,Adix-Zins,Tracie,2018-2019,Aug 2018 - ,DePaul University,Softball,0.0063,0.9937,female,"1 E Jackson Blvd, Chicago, IL 60604",https://www.depaul.edu
1122,173,Ardizzone,Mark,2018-2019,Feb 1997 - Jul 2019,DePaul University,Women's Tennis,0.9967,0.0033,male,"1 E Jackson Blvd, Chicago, IL 60604",https://www.depaul.edu
1123,740,Brothers,Matt,2018-2019,Oct 2007 - ,DePaul University,Men's Tennis,0.9997,0.0003,male,"1 E Jackson Blvd, Chicago, IL 60604",https://www.depaul.edu
1124,805,Bruno,Doug,2018-2019,Aug 1988 - ,DePaul University,Women's Basketball,0.9998,0.0002,male,"1 E Jackson Blvd, Chicago, IL 60604",https://www.depaul.edu
1125,1056,Chastain,Erin,2018-2019,Mar 2007 - ,DePaul University,Women's Soccer,0.0267,0.9733,female,"1 E Jackson Blvd, Chicago, IL 60604",https://www.depaul.edu
1126,1681,Dopek,David,2018-2019,Feb 2011 - ,DePaul University,Women's Cross Country,0.9963,0.0037,male,"1 E Jackson Blvd, Chicago, IL 60604",https://www.depaul.edu
1127,1682,Dopek,David,2018-2019,Aug 2010 - ,DePaul University,"Women's Track, Outdoor",0.9963,0.0037,male,"1 E Jackson Blvd, Chicago, IL 60604",https://www.depaul.edu
1128,1683,Dopek,David,2018-2019,Aug 2010 - ,DePaul University,"Men's Track, Indoor",0.9963,0.0037,male,"1 E Jackson Blvd, Chicago, IL 60604",https://www.depaul.edu
1129,1684,Dopek,David,2018-2019,Aug 2010 - ,DePaul University,"Women's Track, Indoor",0.9963,0.0037,male,"1 E Jackson Blvd, Chicago, IL 60604",https://www.depaul.edu
1130,1685,Dopek,David,2018-2019,Feb 2011 - ,DePaul University,Men's Cross Country,0.9963,0.0037,male,"1 E Jackson Blvd, Chicago, IL 60604",https://www.depaul.edu
1131,1686,Dopek,David,2018-2019,Aug 2010 - ,DePaul University,"Men's Track, Outdoor",0.9963,0.0037,male,"1 E Jackson Blvd, Chicago, IL 60604",https://www.depaul.edu
1132,3847,Leitao,David,2018-2019,Apr 2015 - ,DePaul University,Men's Basketball,0.9963,0.0037,male,"1 E Jackson Blvd, Chicago, IL 60604",https://www.depaul.edu
1133,5210,Plotkin,Mark,2018-2019,Feb 2018 - ,DePaul University,Men's Soccer,0.9967,0.0033,male,"1 E Jackson Blvd, Chicago, IL 60604",https://www.depaul.edu
1134,5802,Schiene,Martin,2018-2019,Sep 2017 - ,DePaul University,Men's Golf,0.995,0.005,male,"1 E Jackson Blvd, Chicago, IL 60604",https://www.depaul.edu
1135,7281,Zidek,Marie,2018-2019,Feb 2018 - ,DePaul University,Women's Volleyball,0.0046,0.9954,female,"1 E Jackson Blvd, Chicago, IL 60604",https://www.depaul.edu
1136,191,Atkinson,Bruce,2018-2019,Mar 2019 - ,Delaware State University,Women's Volleyball,0.9965,0.0035,male,"1200 N. Dupont Highway, Dover, DE 19901",www.desu.edu
1137,445,Berry,Kari-Lei,2018-2019,Aug 2016 - Sep 2019,Delaware State University,Women's Lacrosse,,,female,"1200 N. Dupont Highway, Dover, DE 19901",www.desu.edu
1138,521,Blandin,J.P.,2018-2019,Jul 2000 - ,Delaware State University,Baseball,,,male,"1200 N. Dupont Highway, Dover, DE 19901",www.desu.edu
1139,950,Caputo,David,2018-2019,Sep 2018 - ,Delaware State University,Women's Basketball,0.9963,0.0037,male,"1200 N. Dupont Highway, Dover, DE 19901",www.desu.edu
1140,1409,Current,Elysia,2018-2019,Aug 2019 - ,Delaware State University,Women's Bowling,0.0021,0.9979,female,"1200 N. Dupont Highway, Dover, DE 19901",www.desu.edu
1141,3181,Jackson,Amber,2018-2019,Oct 2014 - Sep 2019,Delaware State University,Softball,0.0025,0.9975,female,"1200 N. Dupont Highway, Dover, DE 19901",www.desu.edu
1142,3321,Johnson,Whitney,2018-2019,Jul 2015 - Nov 2018,Delaware State University,Women's Volleyball,0.0469,0.9531,female,"1200 N. Dupont Highway, Dover, DE 19901",www.desu.edu
1143,4469,Milstead,Rod,2018-2019,Mar 2018 - ,Delaware State University,Football,1,0,male,"1200 N. Dupont Highway, Dover, DE 19901",www.desu.edu
1144,5458,Rhoades,Kortney,2018-2019,Aug 2016 - ,Delaware State University,Women's Soccer,0.0728,0.9272,female,"1200 N. Dupont Highway, Dover, DE 19901",www.desu.edu
1145,6028,Skeeters,Eric,2018-2019,Sep 2018 - ,Delaware State University,Men's Basketball,0.9947,0.0053,male,"1200 N. Dupont Highway, Dover, DE 19901",www.desu.edu
1146,6230,Stamm,Kayla,2018-2019,Sep 2016 - Mar 2019,Delaware State University,Women's Bowling,0.0016,0.9984,female,"1200 N. Dupont Highway, Dover, DE 19901",www.desu.edu
1147,6555,Thornton,Scott,2018-2019,Aug 2013 - Nov 2018,Delaware State University,Women's Golf,0.9964,0.0036,male,"1200 N. Dupont Highway, Dover, DE 19901",www.desu.edu
1148,7121,Williamson,John,2018-2019,Sep 2018 - ,Delaware State University,Women's Tennis,0.9961,0.0039,male,"1200 N. Dupont Highway, Dover, DE 19901",www.desu.edu
1149,264,Baranczyk,Jennie,2018-2019,May 2012 - ,Drake University,Women's Basketball,0.0034,0.9966,female,"2507 University Avenue, Des Moines, IA 50311-4505",www.drake.edu
1150,923,Calvert,Rich,2018-2019,Aug 2003 - ,Drake University,Softball,1,0,male,"2507 University Avenue, Des Moines, IA 50311-4505",www.drake.edu
1151,978,Carroll,Mark,2018-2019,Aug 2017 - Jan 2020,Drake University,"Women's Track, Outdoor",0.9967,0.0033,male,"2507 University Avenue, Des Moines, IA 50311-4505",www.drake.edu
1152,979,Carroll,Mark,2018-2019,Aug 2017 - Jan 2020,Drake University,"Women's Track, Indoor",0.9967,0.0033,male,"2507 University Avenue, Des Moines, IA 50311-4505",www.drake.edu
1153,980,Carroll,Mark,2018-2019,Aug 2017 - Jan 2020,Drake University,"Men's Track, Indoor",0.9967,0.0033,male,"2507 University Avenue, Des Moines, IA 50311-4505",www.drake.edu
1154,981,Carroll,Mark,2018-2019,Aug 2017 - Jan 2020,Drake University,Women's Cross Country,0.9967,0.0033,male,"2507 University Avenue, Des Moines, IA 50311-4505",www.drake.edu
1155,982,Carroll,Mark,2018-2019,Aug 2017 - Jan 2020,Drake University,Men's Cross Country,0.9967,0.0033,male,"2507 University Avenue, Des Moines, IA 50311-4505",www.drake.edu
1156,983,Carroll,Mark,2018-2019,Aug 2017 - Jan 2020,Drake University,"Men's Track, Outdoor",0.9967,0.0033,male,"2507 University Avenue, Des Moines, IA 50311-4505",www.drake.edu
1157,1542,DeSilvesro,Charlie,2018-2019,Aug 2004 - ,Drake University,Women's Rowing,0.8819,0.1181,male,"2507 University Avenue, Des Moines, IA 50311-4505",www.drake.edu
1158,1545,DeVries,Darian,2018-2019,Apr 2018 - ,Drake University,Men's Basketball,0.6807,0.3193,male,"2507 University Avenue, Des Moines, IA 50311-4505",www.drake.edu
1159,2135,Fox,Rick,2018-2019,Jan 2014 - Feb 2019,Drake University,Football,0.9982,0.0018,male,"2507 University Avenue, Des Moines, IA 50311-4505",www.drake.edu
1160,3005,Horner,Lindsey,2018-2019,May 2008 - ,Drake University,Women's Soccer,0.0361,0.9639,female,"2507 University Avenue, Des Moines, IA 50311-4505",www.drake.edu
1161,3620,Kozlowski,Davidson,2018-2019,Oct 2012 - ,Drake University,Men's Tennis,1,0,male,"2507 University Avenue, Des Moines, IA 50311-4505",www.drake.edu
1162,3869,Lewis,Matt,2018-2019,Sep 2011 - ,Drake University,Men's Golf,0.9997,0.0003,male,"2507 University Avenue, Des Moines, IA 50311-4505",www.drake.edu
1163,4194,McBroom,Darrin,2018-2019,May 2013 - ,Drake University,Women's Volleyball,0.9952,0.0048,male,"2507 University Avenue, Des Moines, IA 50311-4505",www.drake.edu
1164,5315,Pruett,Rachel,2018-2019,Aug 2015 - ,Drake University,Women's Golf,0.003,0.997,female,"2507 University Avenue, Des Moines, IA 50311-4505",www.drake.edu
1165,6085,Smith,Gareth,2018-2019,Sep 2015 - ,Drake University,Men's Soccer,0.9984,0.0016,male,"2507 University Avenue, Des Moines, IA 50311-4505",www.drake.edu
1166,6284,Stepsis,Todd,2018-2019,Feb 2019 - ,Drake University,Football,0.996,0.004,male,"2507 University Avenue, Des Moines, IA 50311-4505",www.drake.edu
1167,6622,Tran,Mai-Ly,2018-2019,Aug 2016 - ,Drake University,Women's Tennis,,,female,"2507 University Avenue, Des Moines, IA 50311-4505",www.drake.edu
1168,207,Azevedo,Matt,2018-2019,May 2011 - ,Drexel University,Men's Wrestling,0.9997,0.0003,male,"3141 Chestnut St, Philadelphia, PA 19104",https://drexel.edu
1169,325,Batcheller,Jill,2018-2019,Aug 2018 - ,Drexel University,Women's Lacrosse,0.0023,0.9977,female,"3141 Chestnut St, Philadelphia, PA 19104",https://drexel.edu
1170,680,Braun,Adam,2018-2019,Aug 2014 - Aug 2020,Drexel University,Men's Swimming and Diving,0.9959,0.0041,male,"3141 Chestnut St, Philadelphia, PA 19104",https://drexel.edu
1171,681,Braun,Adam,2018-2019,Aug 2014 - Aug 2020,Drexel University,Women's Swimming and Diving,0.9959,0.0041,male,"3141 Chestnut St, Philadelphia, PA 19104",https://drexel.edu
1172,1636,Dillon,Denise,2018-2019,Aug 2003 - Apr 2020,Drexel University,Women's Basketball,0.0035,0.9965,female,"3141 Chestnut St, Philadelphia, PA 19104",https://drexel.edu
1173,1977,Feld,Ben,2018-2019,Feb 2016 - ,Drexel University,Men's Golf,0.996,0.004,male,"3141 Chestnut St, Philadelphia, PA 19104",https://drexel.edu
1174,2434,Goon,Ray,2018-2019,Jul 1996 - ,Drexel University,Women's Soccer,0.984,0.016,male,"3141 Chestnut St, Philadelphia, PA 19104",https://drexel.edu
1175,2883,Hess,Doug,2018-2019,Feb 2010 - Mar 2020,Drexel University,Men's Soccer,0.9998,0.0002,male,"3141 Chestnut St, Philadelphia, PA 19104",https://drexel.edu
1176,5456,Rhazali,Mehdi,2018-2019,Nov 2012 - Aug 2020,Drexel University,Women's Tennis,1,0,male,"3141 Chestnut St, Philadelphia, PA 19104",https://drexel.edu
1177,5457,Rhazali,Mehdi,2018-2019,Nov 2012 - ,Drexel University,Men's Tennis,1,0,male,"3141 Chestnut St, Philadelphia, PA 19104",https://drexel.edu
1178,5777,Savell,Paul,2018-2019,Aug 2007 - ,Drexel University,Women's Rowing,0.996,0.004,male,"3141 Chestnut St, Philadelphia, PA 19104",https://drexel.edu
1179,6199,Spiker,Zach,2018-2019,May 2016 - ,Drexel University,Men's Basketball,1,0,male,"3141 Chestnut St, Philadelphia, PA 19104",https://drexel.edu
1180,6470,Taylor,Carl,2018-2019,Aug 2015 - ,Drexel University,Softball,0.9937,0.0063,male,"3141 Chestnut St, Philadelphia, PA 19104",https://drexel.edu
1181,6796,Voelker,Brian,2018-2019,Aug 2009 - ,Drexel University,Men's Lacrosse,0.9958,0.0042,male,"3141 Chestnut St, Philadelphia, PA 19104",https://drexel.edu
1182,7279,Zelenak,Denise,2018-2019,Feb 1995 - ,Drexel University,Field Hockey,0.0035,0.9965,female,"3141 Chestnut St, Philadelphia, PA 19104",https://drexel.edu
1183,184,Ashworth,Jamie,2018-2019,Aug 1997 - ,Duke University,Women's Tennis,0.2295,0.7705,female,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1184,373,Beguinet,Alex,2018-2019,Aug 1985 - ,Duke University,Women's Fencing,0.9657,0.0343,male,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1185,374,Beguinet,Alex,2018-2019,Aug 1985 - ,Duke University,Men's Fencing,0.9657,0.0343,male,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1186,734,Brooks,Dan,2018-2019,Aug 1985 - ,Duke University,Women's Golf,0.9954,0.0046,male,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1187,875,Bustin,Pam,2018-2019,Mar 2011 - ,Duke University,Field Hockey,0.0007,0.9993,female,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1188,952,Carcagno,Megan,2018-2019,Aug 2015 - ,Duke University,Women's Rowing,0.0024,0.9976,female,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1189,1099,Church,Robbie,2018-2019,Mar 2001 - ,Duke University,Women's Soccer,0.544,0.456,male,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1190,1196,Colella,Dan,2018-2019,Aug 2005 - ,Duke University,Men's Swimming and Diving,0.9954,0.0046,male,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1191,1197,Colella,Dan,2018-2019,Aug 2005 - ,Duke University,Women's Swimming and Diving,0.9954,0.0046,male,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1192,1422,Cutcliffe,David,2018-2019,Jan 2008 - ,Duke University,Football,0.9963,0.0037,male,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1193,1462,Danowski,John,2018-2019,Aug 2006 - ,Duke University,Men's Lacrosse,0.9961,0.0039,male,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1194,2488,Green,Jamie,2018-2019,Mar 2009 - ,Duke University,Men's Golf,0.2295,0.7705,female,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1195,3501,Kerr,John,2018-2019,Feb 2008 - ,Duke University,Men's Soccer,0.9961,0.0039,male,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1196,3529,Kimel,Kerstin,2018-2019,Aug 1995 - ,Duke University,Women's Lacrosse,0,1,female,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1197,3666,Krzyzewski,Mike,2018-2019,Apr 1980 - ,Duke University,Men's Basketball,0.9966,0.0034,male,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1198,3762,Lanham,Glen,2018-2019,May 2012 - ,Duke University,Men's Wrestling,0.9918,0.0082,male,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1199,4199,McCallie,Joanne,2018-2019,May 2007 - Oct 2020,Duke University,Women's Basketball,0.0023,0.9977,female,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1200,4702,Nagel,Jolene,2018-2019,Mar 1999 - ,Duke University,Women's Volleyball,0.0004,0.9996,female,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1201,4885,Ogilvie,Norm,2018-2019,Aug 2003 - Aug 2020,Duke University,"Women's Track, Outdoor",1,0,male,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1202,4886,Ogilvie,Norm,2018-2019,Aug 2000 - Jul 2020,Duke University,Men's Cross Country,1,0,male,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1203,4887,Ogilvie,Norm,2018-2019,Aug 2000 - Aug 2020,Duke University,"Men's Track, Indoor",1,0,male,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1204,4888,Ogilvie,Norm,2018-2019,Aug 2003 - Aug 2020,Duke University,"Women's Track, Indoor",1,0,male,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1205,4889,Ogilvie,Norm,2018-2019,Aug 2000 - Aug 2020,Duke University,"Men's Track, Outdoor",1,0,male,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1206,5228,Pollard,Christopher,2018-2019,Aug 2012 - ,Duke University,Baseball,0.995,0.005,male,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1207,5528,Riley,Rhonda,2018-2019,Sep 2016 - ,Duke University,Women's Cross Country,0.0027,0.9973,female,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1208,6124,Smith,Ramsey,2018-2019,Aug 2008 - ,Duke University,Men's Tennis,0.8052,0.1948,male,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1209,7260,Young,Marissa,2018-2019,Sep 2017 - ,Duke University,Softball,0.0022,0.9978,female,"103 Allen Bldg, Durham, NC 27708",WWW.DUKE.EDU
1210,99,Alvine,Al,2018-2019,Feb 2012 - ,Duquesne University,Women's Soccer,0.9868,0.0132,male,"Administration Bldg 600 Forbes Ave, Pittsburgh, PA 15282",www.duq.edu
1211,733,Brooks,Chase,2018-2019,Mar 2013 - ,Duquesne University,Men's Soccer,0.9759,0.0241,male,"Administration Bldg 600 Forbes Ave, Pittsburgh, PA 15282",www.duq.edu
1212,861,Burt,Dan,2018-2019,Sep 2013 - ,Duquesne University,Women's Basketball,0.9954,0.0046,male,"Administration Bldg 600 Forbes Ave, Pittsburgh, PA 15282",www.duq.edu
1213,1453,Dambrot,Keith,2018-2019,Apr 2017 - ,Duquesne University,Men's Basketball,0.9948,0.0052,male,"Administration Bldg 600 Forbes Ave, Pittsburgh, PA 15282",www.duq.edu
1214,1603,Desrosiers,Corinne,2018-2019,Aug 2018 - ,Duquesne University,Women's Lacrosse,0.0004,0.9996,female,"Administration Bldg 600 Forbes Ave, Pittsburgh, PA 15282",www.duq.edu
1215,2000,Fetterhoff,Jody,2018-2019,Nov 2015 - ,Duquesne University,Women's Bowling,0.3436,0.6564,female,"Administration Bldg 600 Forbes Ave, Pittsburgh, PA 15282",www.duq.edu
1216,3761,Langzettel,Jenn,2018-2019,Jun 2017 - ,Duquesne University,Women's Rowing,0,1,female,"Administration Bldg 600 Forbes Ave, Pittsburgh, PA 15282",www.duq.edu
1217,3812,Lear,Jim,2018-2019,Feb 2015 - ,Duquesne University,"Women's Track, Indoor",0.9966,0.0034,male,"Administration Bldg 600 Forbes Ave, Pittsburgh, PA 15282",www.duq.edu
1218,3813,Lear,Jim,2018-2019,Feb 2015 - ,Duquesne University,"Women's Track, Outdoor",0.9966,0.0034,male,"Administration Bldg 600 Forbes Ave, Pittsburgh, PA 15282",www.duq.edu
1219,3814,Lear,Jim,2018-2019,Feb 2015 - ,Duquesne University,Women's Cross Country,0.9966,0.0034,male,"Administration Bldg 600 Forbes Ave, Pittsburgh, PA 15282",www.duq.edu
1220,3815,Lear,Jim,2018-2019,Feb 2015 - ,Duquesne University,"Men's Track, Outdoor",0.9966,0.0034,male,"Administration Bldg 600 Forbes Ave, Pittsburgh, PA 15282",www.duq.edu
1221,3816,Lear,Jim,2018-2019,Aug 1994 - ,Duquesne University,Men's Cross Country,0.9966,0.0034,male,"Administration Bldg 600 Forbes Ave, Pittsburgh, PA 15282",www.duq.edu
1222,4926,Opperman,Steve,2018-2019,Sep 1998 - ,Duquesne University,Women's Volleyball,0.9961,0.0039,male,"Administration Bldg 600 Forbes Ave, Pittsburgh, PA 15282",www.duq.edu
1223,5814,Schmitt,Jerry,2018-2019,Apr 2005 - ,Duquesne University,Football,0.9757,0.0243,male,"Administration Bldg 600 Forbes Ave, Pittsburgh, PA 15282",www.duq.edu
1224,5951,Sheets,Dave,2018-2019,Sep 2001 - ,Duquesne University,Women's Swimming and Diving,0.9985,0.0015,male,"Administration Bldg 600 Forbes Ave, Pittsburgh, PA 15282",www.duq.edu
1225,6271,Steiner,Vanessa,2018-2019,Aug 2016 - ,Duquesne University,Women's Tennis,0.0037,0.9963,female,"Administration Bldg 600 Forbes Ave, Pittsburgh, PA 15282",www.duq.edu
