,X1,lastName,firstName,Date,Period,School,Sport,proportion_male,proportion_female,gender,schoolAddress,websiteAddress
5142,5827,Schrader,Brian,2018-2019,Aug 2006 - Sep 2019,University of Denver,Women's Swimming and Diving,0.9958,0.0042,male,"2199 S. University Blvd, Denver, CO 80208",www.du.edu
5143,5828,Schrader,Brian,2018-2019,Aug 2006 - Sep 2019,University of Denver,Men's Swimming and Diving,0.9958,0.0042,male,"2199 S. University Blvd, Denver, CO 80208",www.du.edu
5144,6531,Thompson,Christian,2018-2019,Jul 2013 - ,University of Denver,Women's Tennis,0.9491,0.0509,male,"2199 S. University Blvd, Denver, CO 80208",www.du.edu
5145,6570,Tierney,Bill,2018-2019,Jul 2009 - ,University of Denver,Men's Lacrosse,0.9971,0.0029,male,"2199 S. University Blvd, Denver, CO 80208",www.du.edu
5146,6661,Turgeon,Jim,2018-2019,May 2017 - Aug 2020,University of Denver,Women's Basketball,0.9966,0.0034,male,"2199 S. University Blvd, Denver, CO 80208",www.du.edu
5147,160,Anthony-Ryan,Terri,2018-2019,Apr 2005 - Sep 2018,University of Detroit Mercy,Women's Golf,0.0059,0.9941,female,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5148,917,Callahan,Megan,2018-2019,Oct 2018 - Aug 2020,University of Detroit Mercy,Women's Lacrosse,0.0024,0.9976,female,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5149,1258,Conway,John,2018-2019,Sep 2014 - Aug 2019,University of Detroit Mercy,Softball,0.9961,0.0039,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5150,1501,Davis,Mike,2018-2019,Jul 2018 - ,University of Detroit Mercy,Men's Basketball,0.9966,0.0034,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5151,1596,Deren,Nick,2018-2019,Feb 2010 - ,University of Detroit Mercy,Men's Soccer,0.998,0.002,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5152,1720,Dressell,Todd,2018-2019,May 1999 - ,University of Detroit Mercy,Women's Fencing,0.996,0.004,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5153,1721,Dressell,Todd,2018-2019,May 1999 - ,University of Detroit Mercy,Men's Fencing,0.996,0.004,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5154,2357,Gillis,Marc,2018-2019,Aug 2019 - ,University of Detroit Mercy,Softball,0.9959,0.0041,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5155,2641,Hamilton,Larry,2018-2019,Mar 2019 - ,University of Detroit Mercy,Women's Golf,,,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5156,2929,Hitchings,John,2018-2019,Sep 2018 - Mar 2019,University of Detroit Mercy,Women's Golf,,,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5157,3597,Kolon,Chris,2018-2019,Sep 2014 - ,University of Detroit Mercy,Men's Lacrosse,0.8507,0.1493,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5158,3698,LaFave,Luke,2018-2019,Aug 2014 - Aug 2019,University of Detroit Mercy,Men's Golf,0.9976,0.0024,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5159,3983,Lupenec,Mike,2018-2019,Nov 1996 - Aug 2019,University of Detroit Mercy,Women's Soccer,0.9966,0.0034,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5160,4387,Merian,Laurie,2018-2019,Aug 2016 - Oct 2018,University of Detroit Mercy,Women's Lacrosse,0.0074,0.9926,female,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5161,4676,Murray,Guy,2018-2019,Sep 1993 - ,University of Detroit Mercy,Women's Cross Country,0.9959,0.0041,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5162,4677,Murray,Guy,2018-2019,Aug 2003 - ,University of Detroit Mercy,"Men's Track, Indoor",0.9959,0.0041,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5163,4678,Murray,Guy,2018-2019,Sep 1993 - ,University of Detroit Mercy,Men's Cross Country,0.9959,0.0041,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5164,4679,Murray,Guy,2018-2019,Aug 1993 - ,University of Detroit Mercy,"Women's Track, Outdoor",0.9959,0.0041,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5165,4680,Murray,Guy,2018-2019,Aug 1993 - ,University of Detroit Mercy,"Women's Track, Indoor",0.9959,0.0041,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5166,4681,Murray,Guy,2018-2019,Aug 2003 - ,University of Detroit Mercy,"Men's Track, Outdoor",0.9959,0.0041,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5167,5868,Scott,Bernard,2018-2019,Jun 2015 - Jun 2020,University of Detroit Mercy,Women's Basketball,0.995,0.005,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5168,5966,Shelton,Stephen,2018-2019,Aug 2019 - ,University of Detroit Mercy,Women's Soccer,0.9964,0.0036,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5169,6463,Taurence,Eric,2018-2019,Aug 2019 - ,University of Detroit Mercy,Men's Golf,0.9947,0.0053,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu
5170,984,Carroll,Wes,2018-2019,Jul 2008 - ,University of Evansville,Baseball,1,0,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/
5171,1231,Concepcion,Manolo,2018-2019,May 2013 - Apr 2019,University of Evansville,Women's Volleyball,1,0,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/
5172,2639,Hamilton,Jim,2018-2019,Jun 2005 - ,University of Evansville,Women's Golf,0.9966,0.0034,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/
5173,2640,Hamilton,Jim,2018-2019,Sep 2002 - ,University of Evansville,Men's Golf,0.9966,0.0034,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/
5174,4203,McCarty,Walter,2018-2019,Apr 2018 - Feb 2020,University of Evansville,Men's Basketball,0.9942,0.0058,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/
5175,4310,McKendree,Krista,2018-2019,Mar 2008 - Feb 2020,University of Evansville,Women's Soccer,0.0019,0.9981,female,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/
5176,4657,Mundell,Matthew,2018-2019,Jul 2014 - ,University of Evansville,Softball,0.9962,0.0038,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/
5177,5084,Perkins,Rickey,2018-2019,Sep 2002 - Sep 2018,University of Evansville,Men's Swimming and Diving,0.9885,0.0115,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/
5178,5086,Perkins,Rickey,2018-2019,Sep 2002 - Sep 2018,University of Evansville,Women's Swimming and Diving,0.9885,0.0115,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/
5179,5372,Ray,Marshall,2018-2019,Jan 2015 - ,University of Evansville,Men's Soccer,0.9852,0.0148,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/
5180,5683,Ruffing,Matthew,2018-2019,Apr 2016 - ,University of Evansville,Women's Basketball,0.9962,0.0038,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/
5181,6868,Walters,Don,2018-2019,Sep 2017 - ,University of Evansville,"Women's Track, Indoor",0.9937,0.0063,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/
5182,6869,Walters,Don,2018-2019,Aug 2000 - ,University of Evansville,Men's Cross Country,0.9937,0.0063,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/
5183,6870,Walters,Don,2018-2019,Aug 2000 - ,University of Evansville,Women's Cross Country,0.9937,0.0063,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/
5184,6871,Walters,Don,2018-2019,Sep 2017 - ,University of Evansville,"Men's Track, Outdoor",0.9937,0.0063,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/
5185,6872,Walters,Don,2018-2019,Sep 2017 - ,University of Evansville,"Women's Track, Outdoor",0.9937,0.0063,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/
5186,6873,Walters,Don,2018-2019,Sep 2017 - ,University of Evansville,"Men's Track, Indoor",0.9937,0.0063,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/
5187,7149,Wilson,Stuart,2018-2019,Jul 2019 - ,University of Evansville,Women's Swimming and Diving,0.9953,0.0047,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/
5188,7150,Wilson,Stuart,2018-2019,Jul 2019 - ,University of Evansville,Men's Swimming and Diving,0.9953,0.0047,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/
5189,318,Bastel Glaser,Emily,2018-2019,Jul 2012 - ,University of Florida,Women's Golf,0.0021,0.9979,female,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5190,841,Burleigh,Rebecca,2018-2019,Aug 2003 - ,University of Florida,Women's Soccer,0.0027,0.9973,female,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5191,1546,Deacon,John JC,2018-2019,Aug 2014 - ,University of Florida,Men's Golf,,,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5192,2966,Holloway,Mike,2018-2019,Jul 2007 - ,University of Florida,"Women's Track, Outdoor",0.9966,0.0034,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5193,2967,Holloway,Mike,2018-2019,Aug 2003 - ,University of Florida,"Men's Track, Outdoor",0.9966,0.0034,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5194,2968,Holloway,Mike,2018-2019,Aug 2007 - ,University of Florida,Men's Cross Country,0.9966,0.0034,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5195,2969,Holloway,Mike,2018-2019,Aug 2007 - ,University of Florida,Women's Cross Country,0.9966,0.0034,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5196,2970,Holloway,Mike,2018-2019,Jul 2007 - ,University of Florida,"Women's Track, Indoor",0.9966,0.0034,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5197,2971,Holloway,Mike,2018-2019,Aug 2003 - ,University of Florida,"Men's Track, Indoor",0.9966,0.0034,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5198,4643,Mullen,Dan,2018-2019,Jan 2018 - ,University of Florida,Football,0.9954,0.0046,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5199,4745,Nesty,Anthony,2018-2019,Aug 2018 - ,University of Florida,Men's Swimming and Diving,0.9946,0.0054,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5200,4751,Newbauer,Cameron,2018-2019,Apr 2017 - ,University of Florida,Women's Basketball,0.9018,0.0982,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5201,4853,O'Leary,Amanda,2018-2019,Jul 2007 - ,University of Florida,Women's Lacrosse,0.0026,0.9974,female,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5202,4868,O'Sullivan,Kevin,2018-2019,Jul 2006 - ,University of Florida,Baseball,0.9951,0.0049,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5203,5239,Poppell,Jeff,2018-2019,Aug 2018 - ,University of Florida,Women's Swimming and Diving,0.9977,0.0023,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5204,5668,Rowland,Jenny,2018-2019,Jun 2015 - ,University of Florida,Women's Gymnastics,0.0062,0.9938,female,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5205,5963,Shelton,Bryan,2018-2019,Jul 2012 - ,University of Florida,Men's Tennis,0.9951,0.0049,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5206,6554,Thornqvist,Roland,2018-2019,Aug 2003 - ,University of Florida,Women's Tennis,0.9964,0.0036,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5207,6878,Walton,Tim,2018-2019,Jul 2005 - ,University of Florida,Softball,0.9975,0.0025,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5208,7036,White,Michael,2018-2019,Jun 2015 - ,University of Florida,Men's Basketball,0.9947,0.0053,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5209,7172,Wise,Mary,2018-2019,Aug 2003 - ,University of Florida,Women's Volleyball,0.0036,0.9964,female,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/
5210,333,Bauerle,Jack,2018-2019,Aug 1984 - ,University of Georgia,Men's Swimming and Diving,0.9969,0.0031,male,"Administration Building, Athens, GA 30602",www.uga.edu
5211,334,Bauerle,Jack,2018-2019,Aug 1979 - ,University of Georgia,Women's Swimming and Diving,0.9969,0.0031,male,"Administration Building, Athens, GA 30602",www.uga.edu
5212,501,Black,Tom,2018-2019,Jan 2017 - ,University of Georgia,Women's Volleyball,0.9969,0.0031,male,"Administration Building, Athens, GA 30602",www.uga.edu
5213,704,Brewer,Josh,2018-2019,Jul 2012 - ,University of Georgia,Women's Golf,1,0,male,"Administration Building, Athens, GA 30602",www.uga.edu
5214,1342,Crean,Tom,2018-2019,May 2018 - ,University of Georgia,Men's Basketball,0.9969,0.0031,male,"Administration Building, Athens, GA 30602",www.uga.edu
5215,1629,Diaz,Manuel,2018-2019,Aug 1987 - ,University of Georgia,Men's Tennis,0.9929,0.0071,male,"Administration Building, Athens, GA 30602",www.uga.edu
5216,2581,Haack,Chris,2018-2019,Sep 1996 - ,University of Georgia,Men's Golf,0.8507,0.1493,male,"Administration Building, Athens, GA 30602",www.uga.edu
5217,2718,Harris-Champer,Lu,2018-2019,Jul 2000 - ,University of Georgia,Softball,0.0016,0.9984,female,"Administration Building, Athens, GA 30602",www.uga.edu
5218,3680,Kupets Carter,Courtney,2018-2019,Jun 2017 - ,University of Georgia,Women's Gymnastics,0.0723,0.9277,female,"Administration Building, Athens, GA 30602",www.uga.edu
5219,3690,Kyprianou,Petros,2018-2019,Aug 2015 - ,University of Georgia,"Men's Track, Indoor",1,0,male,"Administration Building, Athens, GA 30602",www.uga.edu
5220,3691,Kyprianou,Petros,2018-2019,Aug 2015 - ,University of Georgia,"Women's Track, Outdoor",1,0,male,"Administration Building, Athens, GA 30602",www.uga.edu
5221,3692,Kyprianou,Petros,2018-2019,Aug 2015 - ,University of Georgia,Men's Cross Country,1,0,male,"Administration Building, Athens, GA 30602",www.uga.edu
5222,3693,Kyprianou,Petros,2018-2019,Aug 2015 - ,University of Georgia,"Men's Track, Outdoor",1,0,male,"Administration Building, Athens, GA 30602",www.uga.edu
5223,3694,Kyprianou,Petros,2018-2019,Aug 2015 - ,University of Georgia,Women's Cross Country,1,0,male,"Administration Building, Athens, GA 30602",www.uga.edu
5224,3695,Kyprianou,Petros,2018-2019,Aug 2015 - ,University of Georgia,"Women's Track, Indoor",1,0,male,"Administration Building, Athens, GA 30602",www.uga.edu
5225,3859,Lesesne Jr.,William W.,2018-2019,Feb 2015 - ,University of Georgia,Women's Soccer,,,male,"Administration Building, Athens, GA 30602",www.uga.edu
5226,6055,Smart,Kirby,2018-2019,Jan 2016 - ,University of Georgia,Football,0.779,0.221,male,"Administration Building, Athens, GA 30602",www.uga.edu
5227,6355,Stricklin,Scott,2018-2019,Jul 2013 - ,University of Georgia,Baseball,0.9964,0.0036,male,"Administration Building, Athens, GA 30602",www.uga.edu
5228,6475,Taylor,Joni,2018-2019,May 2015 - ,University of Georgia,Women's Basketball,0.0158,0.9842,female,"Administration Building, Athens, GA 30602",www.uga.edu
5229,6851,Wallace,Jeff,2018-2019,Aug 1985 - ,University of Georgia,Women's Tennis,0.9977,0.0023,male,"Administration Building, Athens, GA 30602",www.uga.edu
5230,539,Blood,Justin,2018-2019,Jul 2011 - ,University of Hartford,Baseball,0.9947,0.0053,male,"200 Bloomfield Ave, West Hartford, CT 06117-1599",www.hartford.edu
5231,1100,Churchill,Angie,2018-2019,Sep 2017 - ,University of Hartford,Softball,0.0022,0.9978,female,"200 Bloomfield Ave, West Hartford, CT 06117-1599",www.hartford.edu
5232,1557,Decker,Meg,2018-2019,Sep 2017 - ,University of Hartford,Women's Lacrosse,0,1,female,"200 Bloomfield Ave, West Hartford, CT 06117-1599",www.hartford.edu
5233,2217,Gallagher,John,2018-2019,May 2010 - ,University of Hartford,Men's Basketball,0.9961,0.0039,male,"200 Bloomfield Ave, West Hartford, CT 06117-1599",www.hartford.edu
