lastName,firstName,Date,Period,School,Sport,proportion_male,proportion_female,gender,schoolAddress,websiteAddress,Latitude,Longitude
Seaton,Susan,2018-2019,Aug 2009 - ,University of Cincinnati,"Women's Track, Indoor",0.0022,0.9978,female,,,39.13431,-84.51632
Seaton,Susan,2018-2019,Oct 2014 - ,University of Cincinnati,"Men's Track, Outdoor",0.0022,0.9978,female,,,39.13431,-84.51632
Seaton,Susan,2018-2019,Oct 2014 - ,University of Cincinnati,Men's Cross Country,0.0022,0.9978,female,,,39.13431,-84.51632
Seaton,Susan,2018-2019,Oct 2014 - ,University of Cincinnati,"Men's Track, Indoor",0.0022,0.9978,female,,,39.13431,-84.51632
Stafford,Neil,2018-2019,Jan 2013 - ,University of Cincinnati,Women's Soccer,0.9964,0.0036,male,,,39.13431,-84.51632
Thomas,Gina,2018-2019,Jul 2012 - ,University of Cincinnati,Women's Lacrosse,0.0025,0.9975,female,,,39.13431,-84.51632
Toth,Eric,2018-2019,Feb 2015 - ,University of Cincinnati,Women's Tennis,0.9947,0.0053,male,,,39.13431,-84.51632
Boyle,Tad,2018-2019,May 2010 - ,"University of Colorado, Boulder",Men's Basketball,1,0,male,,,40.0039200000001,-105.26684
Edwards,Roy,2018-2019,Sep 2006 - ,"University of Colorado, Boulder",Men's Golf,0.9938,0.0062,male,,,40.0039200000001,-105.26684
Elliott - Whidden,Ann,2018-2019,Jul 2012 - ,"University of Colorado, Boulder",Women's Lacrosse,0.0027,0.9973,female,,,40.0039200000001,-105.26684
Kelly,Anne,2018-2019,Aug 2003 - ,"University of Colorado, Boulder",Women's Golf,0.0025,0.9975,female,,,40.0039200000001,-105.26684
Mahoney,Jesse,2018-2019,Jan 2016 - ,"University of Colorado, Boulder",Women's Volleyball,0.969,0.031,male,,,40.0039200000001,-105.26684
Payne,J.R.,2018-2019,May 2016 - ,"University of Colorado, Boulder",Women's Basketball,,,female,,,40.0039200000001,-105.26684
Rokos,Richard H.,2018-2019,Aug 2004 - ,"University of Colorado, Boulder",Women's Skiing,,,male,,,40.0039200000001,-105.26684
Rokos,Richard H.,2018-2019,Aug 2004 - ,"University of Colorado, Boulder",Men's Skiing,,,male,,,40.0039200000001,-105.26684
Sanchez,Daniel,2018-2019,Jan 2012 - ,"University of Colorado, Boulder",Women's Soccer,0.9954,0.0046,male,,,40.0039200000001,-105.26684
Steinberg,Danielle,2018-2019,Aug 2018 - ,"University of Colorado, Boulder",Women's Tennis,0.0049,0.9951,female,,,40.0039200000001,-105.26684
Tucker,Mel,2018-2019,Feb 2019 - Mar 2020,"University of Colorado, Boulder",Football,0.9011,0.0989,male,,,40.0039200000001,-105.26684
Wetmore,Mark,2018-2019,Aug 2003 - ,"University of Colorado, Boulder","Men's Track, Outdoor",0.9967,0.0033,male,,,40.0039200000001,-105.26684
Wetmore,Mark,2018-2019,Aug 2003 - ,"University of Colorado, Boulder","Men's Track, Indoor",0.9967,0.0033,male,,,40.0039200000001,-105.26684
Wetmore,Mark,2018-2019,Dec 1995 - ,"University of Colorado, Boulder","Women's Track, Indoor",0.9967,0.0033,male,,,40.0039200000001,-105.26684
Wetmore,Mark,2018-2019,Dec 1995 - ,"University of Colorado, Boulder","Women's Track, Outdoor",0.9967,0.0033,male,,,40.0039200000001,-105.26684
Wetmore,Mark,2018-2019,Aug 2003 - ,"University of Colorado, Boulder",Women's Cross Country,0.9967,0.0033,male,,,40.0039200000001,-105.26684
Wetmore,Mark,2018-2019,Aug 2003 - ,"University of Colorado, Boulder",Men's Cross Country,0.9967,0.0033,male,,,40.0039200000001,-105.26684
Auriemma,Geno,2018-2019,Jun 1985 - ,University of Connecticut,Women's Basketball,1,0,male,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Cavanaugh,Michael,2018-2019,Jun 2013 - ,University of Connecticut,Men's Ice Hockey,0.9947,0.0053,male,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Clark,J.J.,2018-2019,Jun 2014 - Sep 2019,University of Connecticut,"Women's Track, Indoor",,,male,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Clark,J.J.,2018-2019,Jul 2014 - Sep 2019,University of Connecticut,Women's Cross Country,,,male,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Clark,J.J.,2018-2019,Jun 2014 - Sep 2019,University of Connecticut,"Women's Track, Outdoor",,,male,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Edsall,Randy,2018-2019,Feb 2017 - ,University of Connecticut,Football,0.9841,0.0159,male,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Herman-Kimbell,Ellen,2018-2019,May 2019 - ,University of Connecticut,Women's Volleyball,0.4904,0.5096,female,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Hurley,Dan,2018-2019,Apr 2018 - ,University of Connecticut,Men's Basketball,0.9954,0.0046,male,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
MacKenzie,Chris,2018-2019,Jun 2013 - ,University of Connecticut,Women's Ice Hockey,0.8507,0.1493,male,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Maiello,Chris,2018-2019,Jun 2017 - ,University of Connecticut,Women's Swimming and Diving,0.8507,0.1493,male,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Maiello,Chris,2018-2019,Jun 2017 - ,University of Connecticut,Men's Swimming and Diving,0.8507,0.1493,male,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Marshall,Glenn,2018-2019,Sep 1997 - ,University of Connecticut,Men's Tennis,0.9933,0.0067,male,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Marshall,Glenn,2018-2019,Sep 1997 - ,University of Connecticut,Women's Tennis,0.9933,0.0067,male,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Penders,Jim,2018-2019,Jul 2003 - ,University of Connecticut,Baseball,0.9966,0.0034,male,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Pezzino,Dave,2018-2019,Sep 2007 - ,University of Connecticut,Men's Golf,0.9985,0.0015,male,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Reid,Ray,2018-2019,Jan 1997 - ,University of Connecticut,Men's Soccer,0.984,0.016,male,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Rodriguez,Margaret,2018-2019,Jan 2018 - ,University of Connecticut,Women's Soccer,0.0029,0.9971,female,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Roy,Greg,2018-2019,Sep 1985 - ,University of Connecticut,"Men's Track, Indoor",0.998,0.002,male,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Roy,Greg,2018-2019,Sep 1985 - ,University of Connecticut,"Men's Track, Outdoor",0.998,0.002,male,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Roy,Greg,2018-2019,Sep 1985 - May 2020,University of Connecticut,Men's Cross Country,0.998,0.002,male,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Stevens,Nancy,2018-2019,Sep 1990 - Sep 2020,University of Connecticut,Field Hockey,0.0028,0.9972,female,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Valentino,Laura,2018-2019,Aug 2019 - ,University of Connecticut,Softball,0.003,0.997,female,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Wendry,Jennifer,2018-2019,Sep 1997 - ,University of Connecticut,Women's Rowing,0.0031,0.9969,female,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Woods,Katie,2018-2019,Oct 2010 - ,University of Connecticut,Women's Lacrosse,0.002,0.998,female,"352 Mansfield Road, Storrs, CT 06269",uconn.edu/,41.80904,-72.25755
Chamberlin,Rick,2018-2019,Feb 2008 - ,University of Dayton,Football,0.9982,0.0018,male,"300 College Park, Dayton, OH 45469",https://udayton.edu,39.74078,-84.17993
Currier,Dennis,2018-2019,Mar 2005 - ,University of Dayton,Men's Soccer,0.9956,0.0044,male,"300 College Park, Dayton, OH 45469",https://udayton.edu,39.74078,-84.17993
Echko,Erica,2018-2019,Sep 2017 - ,University of Dayton,Women's Tennis,0.0042,0.9958,female,"300 College Park, Dayton, OH 45469",https://udayton.edu,39.74078,-84.17993
Golz,Eric,2018-2019,Jan 2017 - ,University of Dayton,Women's Soccer,0.9947,0.0053,male,"300 College Park, Dayton, OH 45469",https://udayton.edu,39.74078,-84.17993
Grant,Anthony,2018-2019,Apr 2017 - ,University of Dayton,Men's Basketball,0.9946,0.0054,male,"300 College Park, Dayton, OH 45469",https://udayton.edu,39.74078,-84.17993
Green,Shauna,2018-2019,Oct 2016 - ,University of Dayton,Women's Basketball,0.0019,0.9981,female,"300 College Park, Dayton, OH 45469",https://udayton.edu,39.74078,-84.17993
Hoagland,Gip,2018-2019,Sep 2009 - ,University of Dayton,Men's Golf,,,male,"300 College Park, Dayton, OH 45469",https://udayton.edu,39.74078,-84.17993
Horsmon,Tim,2018-2019,Jan 2014 - ,University of Dayton,Women's Volleyball,0.9975,0.0025,male,"300 College Park, Dayton, OH 45469",https://udayton.edu,39.74078,-84.17993
King,Jayson,2018-2019,Aug 2017 - ,University of Dayton,Baseball,0.9988,0.0012,male,"300 College Park, Dayton, OH 45469",https://udayton.edu,39.74078,-84.17993
Kosters,Sally,2018-2019,Mar 2006 - ,University of Dayton,Women's Golf,0.0029,0.9971,female,"300 College Park, Dayton, OH 45469",https://udayton.edu,39.74078,-84.17993
LaPlaca,Cara,2018-2019,Aug 2007 - ,University of Dayton,Softball,0.0012,0.9988,female,"300 College Park, Dayton, OH 45469",https://udayton.edu,39.74078,-84.17993
Meyer,Ryan,2018-2019,Jan 2013 - ,University of Dayton,Men's Tennis,0.9768,0.0232,male,"300 College Park, Dayton, OH 45469",https://udayton.edu,39.74078,-84.17993
Ordway,Jason,2018-2019,Aug 2015 - ,University of Dayton,Men's Cross Country,0.9948,0.0052,male,"300 College Park, Dayton, OH 45469",https://udayton.edu,39.74078,-84.17993
Ordway,Jason,2018-2019,Aug 2017 - ,University of Dayton,Women's Cross Country,0.9948,0.0052,male,"300 College Park, Dayton, OH 45469",https://udayton.edu,39.74078,-84.17993
Ordway,Jason,2018-2019,Aug 2017 - ,University of Dayton,"Women's Track, Outdoor",0.9948,0.0052,male,"300 College Park, Dayton, OH 45469",https://udayton.edu,39.74078,-84.17993
Ordway,Jason,2018-2019,Aug 2017 - ,University of Dayton,"Women's Track, Indoor",0.9948,0.0052,male,"300 College Park, Dayton, OH 45469",https://udayton.edu,39.74078,-84.17993
Wenker,Mike,2018-2019,Nov 2010 - ,University of Dayton,Women's Rowing,0.9966,0.0034,male,"300 College Park, Dayton, OH 45469",https://udayton.edu,39.74078,-84.17993
Adair,Natasha,2018-2019,Jul 2017 - ,University of Delaware,Women's Basketball,0.0029,0.9971,female,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
Anderson,Kelly,2018-2019,Jun 2018 - Sep 2020,University of Delaware,Women's Tennis,0.1362,0.8638,female,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
Barroqueiro,Michael,2018-2019,Feb 2017 - ,University of Delaware,Women's Soccer,0.9947,0.0053,male,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
DeLuca,Ben,2018-2019,Jul 2017 - ,University of Delaware,Men's Lacrosse,0.996,0.004,male,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
Gruber,Kevin,2018-2019,Sep 2012 - ,University of Delaware,Women's Rowing,0.9951,0.0049,male,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
Hennessy,Ian,2018-2019,Mar 2006 - ,University of Delaware,Men's Soccer,0.9962,0.0038,male,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
Ingelsby,Martin,2018-2019,May 2016 - ,University of Delaware,Men's Basketball,0.995,0.005,male,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
Linville,Kateri,2018-2019,Jul 2010 - Jun 2019,University of Delaware,Women's Lacrosse,0,1,female,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
Marmolejo,Pablo,2018-2019,Jul 2018 - ,University of Delaware,Men's Swimming and Diving,0.998,0.002,male,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
Marmolejo,Pablo,2018-2019,Jul 2018 - ,University of Delaware,Women's Swimming and Diving,0.998,0.002,male,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
Matthews,Sara,2018-2019,Feb 2017 - ,University of Delaware,Women's Volleyball,0.0029,0.9971,female,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
McFarlane-Smith,Wendy,2018-2019,Oct 2008 - ,University of Delaware,"Women's Track, Outdoor",0.0035,0.9965,female,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
McFarlane-Smith,Wendy,2018-2019,Oct 2008 - ,University of Delaware,"Women's Track, Indoor",0.0035,0.9965,female,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
Montana,Pablo,2018-2019,Jan 2017 - ,University of Delaware,Men's Tennis,0.998,0.002,male,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
Post,Patty,2018-2019,Jun 2017 - ,University of Delaware,Men's Golf,0.0027,0.9973,female,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
Post,Patty,2018-2019,Feb 2011 - ,University of Delaware,Women's Golf,0.0027,0.9973,female,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
Rocco,Daniel,2018-2019,Jan 2017 - ,University of Delaware,Football,0.9954,0.0046,male,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
Sherman,Jim,2018-2019,Aug 2000 - ,University of Delaware,Baseball,0.9966,0.0034,male,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
Steele,Jen,2018-2019,Aug 2018 - ,University of Delaware,Softball,0.1575,0.8425,female,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
Waite,Ryan,2018-2019,Oct 2018 - ,University of Delaware,Women's Cross Country,0.9768,0.0232,male,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
van de Kerkhof,Rolf,2018-2019,Sep 2011 - ,University of Delaware,Field Hockey,1,0,male,"104 Hullihen Hall, Newark, DE 19716",www.udel.edu/,39.6799,-75.75396
Billinger,Erik,2018-2019,Jul 2014 - Aug 2020,University of Denver,Men's Golf,0.9952,0.0048,male,"2199 S. University Blvd, Denver, CO 80208",www.du.edu,39.6770300000001,-104.95941
Billups,Rodney,2018-2019,May 2016 - ,University of Denver,Men's Basketball,0.995,0.005,male,"2199 S. University Blvd, Denver, CO 80208",www.du.edu,39.6770300000001,-104.95941
Carle,Dave,2018-2019,Jun 2018 - ,University of Denver,Men's Ice Hockey,0.9985,0.0015,male,"2199 S. University Blvd, Denver, CO 80208",www.du.edu,39.6770300000001,-104.95941
Franks,Jamie,2018-2019,Feb 2015 - ,University of Denver,Men's Soccer,0.2295,0.7705,male,"2199 S. University Blvd, Denver, CO 80208",www.du.edu,39.6770300000001,-104.95941
Hogan,Thomas,2018-2019,Jan 2016 - ,University of Denver,Women's Volleyball,0.9964,0.0036,male,"2199 S. University Blvd, Denver, CO 80208",www.du.edu,39.6770300000001,-104.95941
Hooker,Jeff,2018-2019,Aug 1993 - ,University of Denver,Women's Soccer,0.9977,0.0023,male,"2199 S. University Blvd, Denver, CO 80208",www.du.edu,39.6770300000001,-104.95941
Kelly,Liza,2018-2019,Oct 2006 - ,University of Denver,Women's Lacrosse,0.0009,0.9991,female,"2199 S. University Blvd, Denver, CO 80208",www.du.edu,39.6770300000001,-104.95941
Kuhle,Lindsay,2018-2019,Mar 2013 - ,University of Denver,Women's Golf,0.029,0.971,female,"2199 S. University Blvd, Denver, CO 80208",www.du.edu,39.6770300000001,-104.95941
Kutcher-Rinehart,Melissa,2018-2019,Oct 1998 - ,University of Denver,Women's Gymnastics,0.0031,0.9969,female,"2199 S. University Blvd, Denver, CO 80208",www.du.edu,39.6770300000001,-104.95941
LeRoy,Andy,2018-2019,Aug 2006 - ,University of Denver,Men's Skiing,0.9881,0.0119,male,"2199 S. University Blvd, Denver, CO 80208",www.du.edu,39.6770300000001,-104.95941
LeRoy,Andy,2018-2019,Aug 2006 - ,University of Denver,Women's Skiing,0.9881,0.0119,male,"2199 S. University Blvd, Denver, CO 80208",www.du.edu,39.6770300000001,-104.95941
Rubio,Ricardo,2018-2019,Aug 2015 - ,University of Denver,Men's Tennis,0.9942,0.0058,male,"2199 S. University Blvd, Denver, CO 80208",www.du.edu,39.6770300000001,-104.95941
Schrader,Brian,2018-2019,Aug 2006 - Sep 2019,University of Denver,Women's Swimming and Diving,0.9958,0.0042,male,"2199 S. University Blvd, Denver, CO 80208",www.du.edu,39.6770300000001,-104.95941
Schrader,Brian,2018-2019,Aug 2006 - Sep 2019,University of Denver,Men's Swimming and Diving,0.9958,0.0042,male,"2199 S. University Blvd, Denver, CO 80208",www.du.edu,39.6770300000001,-104.95941
Thompson,Christian,2018-2019,Jul 2013 - ,University of Denver,Women's Tennis,0.9491,0.0509,male,"2199 S. University Blvd, Denver, CO 80208",www.du.edu,39.6770300000001,-104.95941
Tierney,Bill,2018-2019,Jul 2009 - ,University of Denver,Men's Lacrosse,0.9971,0.0029,male,"2199 S. University Blvd, Denver, CO 80208",www.du.edu,39.6770300000001,-104.95941
Turgeon,Jim,2018-2019,May 2017 - Aug 2020,University of Denver,Women's Basketball,0.9966,0.0034,male,"2199 S. University Blvd, Denver, CO 80208",www.du.edu,39.6770300000001,-104.95941
Davis,Mike,2018-2019,Jul 2018 - ,University of Detroit Mercy,Men's Basketball,0.9966,0.0034,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu,42.4171600000001,-83.13852
Deren,Nick,2018-2019,Feb 2010 - ,University of Detroit Mercy,Men's Soccer,0.998,0.002,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu,42.4171600000001,-83.13852
Dressell,Todd,2018-2019,May 1999 - ,University of Detroit Mercy,Women's Fencing,0.996,0.004,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu,42.4171600000001,-83.13852
Dressell,Todd,2018-2019,May 1999 - ,University of Detroit Mercy,Men's Fencing,0.996,0.004,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu,42.4171600000001,-83.13852
Gillis,Marc,2018-2019,Aug 2019 - ,University of Detroit Mercy,Softball,0.9959,0.0041,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu,42.4171600000001,-83.13852
Hamilton,Larry,2018-2019,Mar 2019 - ,University of Detroit Mercy,Women's Golf,,,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu,42.4171600000001,-83.13852
Hitchings,John,2018-2019,Sep 2018 - Mar 2019,University of Detroit Mercy,Women's Golf,,,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu,42.4171600000001,-83.13852
Kolon,Chris,2018-2019,Sep 2014 - ,University of Detroit Mercy,Men's Lacrosse,0.8507,0.1493,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu,42.4171600000001,-83.13852
Merian,Laurie,2018-2019,Aug 2016 - Oct 2018,University of Detroit Mercy,Women's Lacrosse,0.0074,0.9926,female,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu,42.4171600000001,-83.13852
Murray,Guy,2018-2019,Sep 1993 - ,University of Detroit Mercy,Women's Cross Country,0.9959,0.0041,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu,42.4171600000001,-83.13852
Murray,Guy,2018-2019,Aug 2003 - ,University of Detroit Mercy,"Men's Track, Indoor",0.9959,0.0041,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu,42.4171600000001,-83.13852
Murray,Guy,2018-2019,Sep 1993 - ,University of Detroit Mercy,Men's Cross Country,0.9959,0.0041,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu,42.4171600000001,-83.13852
Murray,Guy,2018-2019,Aug 1993 - ,University of Detroit Mercy,"Women's Track, Outdoor",0.9959,0.0041,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu,42.4171600000001,-83.13852
Murray,Guy,2018-2019,Aug 1993 - ,University of Detroit Mercy,"Women's Track, Indoor",0.9959,0.0041,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu,42.4171600000001,-83.13852
Murray,Guy,2018-2019,Aug 2003 - ,University of Detroit Mercy,"Men's Track, Outdoor",0.9959,0.0041,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu,42.4171600000001,-83.13852
Scott,Bernard,2018-2019,Jun 2015 - Jun 2020,University of Detroit Mercy,Women's Basketball,0.995,0.005,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu,42.4171600000001,-83.13852
Shelton,Stephen,2018-2019,Aug 2019 - ,University of Detroit Mercy,Women's Soccer,0.9964,0.0036,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu,42.4171600000001,-83.13852
Taurence,Eric,2018-2019,Aug 2019 - ,University of Detroit Mercy,Men's Golf,0.9947,0.0053,male,"4001 W McNichols Rd, Detroit, MI 48221-3038",www.udmercy.edu,42.4171600000001,-83.13852
Carroll,Wes,2018-2019,Jul 2008 - ,University of Evansville,Baseball,1,0,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/,37.9731,-87.5319
Concepcion,Manolo,2018-2019,May 2013 - Apr 2019,University of Evansville,Women's Volleyball,1,0,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/,37.9731,-87.5319
Hamilton,Jim,2018-2019,Jun 2005 - ,University of Evansville,Women's Golf,0.9966,0.0034,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/,37.9731,-87.5319
Hamilton,Jim,2018-2019,Sep 2002 - ,University of Evansville,Men's Golf,0.9966,0.0034,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/,37.9731,-87.5319
McCarty,Walter,2018-2019,Apr 2018 - Feb 2020,University of Evansville,Men's Basketball,0.9942,0.0058,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/,37.9731,-87.5319
McKendree,Krista,2018-2019,Mar 2008 - Feb 2020,University of Evansville,Women's Soccer,0.0019,0.9981,female,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/,37.9731,-87.5319
Mundell,Matthew,2018-2019,Jul 2014 - ,University of Evansville,Softball,0.9962,0.0038,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/,37.9731,-87.5319
Ray,Marshall,2018-2019,Jan 2015 - ,University of Evansville,Men's Soccer,0.9852,0.0148,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/,37.9731,-87.5319
Ruffing,Matthew,2018-2019,Apr 2016 - ,University of Evansville,Women's Basketball,0.9962,0.0038,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/,37.9731,-87.5319
Walters,Don,2018-2019,Sep 2017 - ,University of Evansville,"Women's Track, Indoor",0.9937,0.0063,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/,37.9731,-87.5319
Walters,Don,2018-2019,Aug 2000 - ,University of Evansville,Men's Cross Country,0.9937,0.0063,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/,37.9731,-87.5319
Walters,Don,2018-2019,Aug 2000 - ,University of Evansville,Women's Cross Country,0.9937,0.0063,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/,37.9731,-87.5319
Walters,Don,2018-2019,Sep 2017 - ,University of Evansville,"Men's Track, Outdoor",0.9937,0.0063,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/,37.9731,-87.5319
Walters,Don,2018-2019,Sep 2017 - ,University of Evansville,"Women's Track, Outdoor",0.9937,0.0063,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/,37.9731,-87.5319
Walters,Don,2018-2019,Sep 2017 - ,University of Evansville,"Men's Track, Indoor",0.9937,0.0063,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/,37.9731,-87.5319
Wilson,Stuart,2018-2019,Jul 2019 - ,University of Evansville,Women's Swimming and Diving,0.9953,0.0047,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/,37.9731,-87.5319
Wilson,Stuart,2018-2019,Jul 2019 - ,University of Evansville,Men's Swimming and Diving,0.9953,0.0047,male,"1800 Lincoln Avenue, Evansville, IN 47722",www.evansville.edu/,37.9731,-87.5319
Bastel Glaser,Emily,2018-2019,Jul 2012 - ,University of Florida,Women's Golf,0.0021,0.9979,female,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/,29.64973,-82.34113
Burleigh,Rebecca,2018-2019,Aug 2003 - ,University of Florida,Women's Soccer,0.0027,0.9973,female,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/,29.64973,-82.34113
Deacon,John JC,2018-2019,Aug 2014 - ,University of Florida,Men's Golf,,,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/,29.64973,-82.34113
Holloway,Mike,2018-2019,Jul 2007 - ,University of Florida,"Women's Track, Outdoor",0.9966,0.0034,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/,29.64973,-82.34113
Holloway,Mike,2018-2019,Aug 2003 - ,University of Florida,"Men's Track, Outdoor",0.9966,0.0034,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/,29.64973,-82.34113
Holloway,Mike,2018-2019,Aug 2007 - ,University of Florida,Men's Cross Country,0.9966,0.0034,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/,29.64973,-82.34113
Holloway,Mike,2018-2019,Aug 2007 - ,University of Florida,Women's Cross Country,0.9966,0.0034,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/,29.64973,-82.34113
Holloway,Mike,2018-2019,Jul 2007 - ,University of Florida,"Women's Track, Indoor",0.9966,0.0034,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/,29.64973,-82.34113
Holloway,Mike,2018-2019,Aug 2003 - ,University of Florida,"Men's Track, Indoor",0.9966,0.0034,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/,29.64973,-82.34113
Mullen,Dan,2018-2019,Jan 2018 - ,University of Florida,Football,0.9954,0.0046,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/,29.64973,-82.34113
Nesty,Anthony,2018-2019,Aug 2018 - ,University of Florida,Men's Swimming and Diving,0.9946,0.0054,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/,29.64973,-82.34113
Newbauer,Cameron,2018-2019,Apr 2017 - ,University of Florida,Women's Basketball,0.9018,0.0982,male,"Tigert Hall, Gainesville, FL 32611",www.ufl.edu/,29.64973,-82.34113
